proid,CATEGORY,CURRENT STATUS,DIV,ESTIMATE AMOUNT  (LAKHS),LOCATION,PROJECT NAME,SOURCE OF FUND,ZONE,YearProposed,YearComplete,PROJECT DEPARTMENT
193,STORM WATER DRAIN,WORK IN EXECUTION,126,286.8,SANTHOME HIGH ROAD (EAST) FROM JN OF DOOMING LANE TO JN OF LOOP ROAD,"DEMOLITION AND RECONSTRUCTION OF STORM WATER DRAIN OF SIZE  900 X 900MM ALONG SANTHOME HIGH ROAD (EAST) FROM JN OF DOOMING LANE TO JN OF LOOP ROAD IN DN - 125 & 126, ZONE - IX.",CAPITAL WORKS,9,2021-22,NA,Zonal
194,PARK REJUVENATION,WORK IN EXECUTION,181,5.55,THIRUVALLUVAR NAGAR II MAIN ROAD,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
195,PARK REJUVENATION,WORK IN EXECUTION,181,2.56,THIRUVALLUVAR NAGAR 43RD CROSS ST ,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
196,PARK REJUVENATION,WORK IN EXECUTION,182,2.61,KANNAPPA NAGAR,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
197,STORM WATER DRAIN,WORK IN EXECUTION,126,260,SANTHOME HIGH ROAD (WEST) FROM JN OF MADHA CHURCH ROAD TO JN OF SOUTH CANAL BANK ROAD,"DEMOLITION AND RECONSTRUCTION OF STORM WATER DRAIN OF SIZE 1200 X 1200 & 900 X 900 MM ALONG SANTHOME HIGH ROAD (WEST) FROM JN OF MADHA CHURCH ROAD TO JN OF SOUTH CANAL BANK ROAD IN DN - 125 & 126, ZONE - IX.",CAPITAL WORKS,9,2021-22,NA,Zonal
198,PARK REJUVENATION,WORK IN EXECUTION,182,2.74,AIBEA NAGAR (DEVANDRA NAGAR),ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
199,PARK REJUVENATION,WORK IN EXECUTION,182,7.93,THIRUVALLUVAR NAGAR VII CROSS ST,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
201,PARK REJUVENATION,WORK IN EXECUTION,182,3.04,VALMIGI NAGAR - 69TH CROSS STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
202,PARK REJUVENATION,WORK IN EXECUTION,182,4.93,JOURNALIST COLONY,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
203,PARK REJUVENATION,WORK IN EXECUTION,178,5.35,AGS COLONY 5TH CROSS STREET ,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
204,PARK REJUVENATION,WORK IN EXECUTION,178,5.23,AGS COLONY 4TH MAIN ROAD ,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
205,PARK REJUVENATION,WORK IN EXECUTION,178,5.33,AGS COLONY (ALACRITY PARK),ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
206,PARK REJUVENATION,WORK IN EXECUTION,179,2.51,GANDHI ROAD,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
207,RAIL OVER BRIDGE,WORK IN EXECUTION,54,3078,ROB AT ELEPHANT GATE ROAD (GCC PORTION ONLY) CONNECTING RAJA MUTHIAH SALAI AND WALLTAX ROAD,RECONSTRUCTION OF ROB AT ELEPHANT GATE ROAD (GCC PORTION ONLY),CAPITAL GRANT FUND (CGF) + RAILWAYS SHARE,5,2021-22,NA,Zonal
208,PARK REJUVENATION,WORK IN EXECUTION,179,2.83,VELACHERY MAIN ROAD,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
209,PARK REJUVENATION,WORK IN EXECUTION,179,5.52,RAMAGIRI NAGAR 1ST STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
210,PARK REJUVENATION,WORK IN EXECUTION,179,10.16,V.G.P. SELVA NAGAR 2ND MAIN ROAD,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
211,PARK REJUVENATION,WORK IN EXECUTION,180,5.38,KAMARAJ NAGAR 4TH WEST STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
212,PARK REJUVENATION,WORK IN EXECUTION,180,2.52,KAMARAJ NAGAR 13 WEST STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
213,PARK REJUVENATION,WORK IN EXECUTION,180,4.96,KAMARAJ NAGAR 2 WEST STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
214,BRIDGE,WORK IN EXECUTION,62,955,BRIDGE ACROSS COOVUM AT ARUNACHALA ROAD  ,CONSTRUCTION OF ADDITIONAL BRIDGE ACROSS COOVUM AT ARUNACHALA ROAD  ,CAPITAL GRANT FUND (CGF),5,2021-22,NA,Zonal
215,PARK REJUVENATION,WORK IN EXECUTION,180,4.77,KANAGAM NEHRU STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
216,PARK REJUVENATION,WORK IN EXECUTION,172,2.53,GOVINDASWAMY PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
217,SCHOOL BUILDINGS,WORK IN EXECUTION,137,340,"ERIKARAI STREET, NESAPAKKAM"," REFURBISHMENT OF CHENNAI HIGHER SECONDARY SCHOOL AT ERIKARAI STREET, NESAPAKKAM  IN DIVISION - 137 - ZONE - X",LOANS AND GRANTS,10,2021-22,NA,Zonal
218,PARK REJUVENATION,WORK IN EXECUTION,172,5.31,CHITRA NAGAR PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
219,PARK REJUVENATION,WORK IN EXECUTION,172,5.27,DHANDAPANI PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
220,PARK REJUVENATION,WORK IN EXECUTION,172,2.53,SENIOR CITIZEN PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
221,FOOT OVER BRIDGE,WORK IN EXECUTION,110,542,BRIDGE ACROSS NUNGAMBAKKAM SUBWAY,CONSTRUCTION OF STEEL FOOT OVER BRIDGE ACROSS NUNGAMBAKKAM SUBWAY,CAPITAL GRANT FUND (CGF),9,2021-22,NA,Zonal
222,CULVERT,WORK IN EXECUTION,37,143,KODUNGAIYUR DUMPING YARD  IN BETWEEN GATE NO. 2&3,CONSTRUCTION OF BOX CULVERT ACROSS KODUNGAIYUR CANAL AT KODUNGAIYUR DUMPING YARD IN BETWEEN GATE NO. 2&3 FOR GARDEN AND C & D WASTE PROCESSING PLANT. ,CAPITAL WORKS,4,2021-22,NA,Zonal
223,BRIDGES - RETRO FITTING AND REHABITATION WORK,WORK IN EXECUTION,42,501,VAIDYANATHAN BRIDGE ,RETROFITTING & REHABILITATION WORK AT  VAIDYANATHAN BRIDGE ,OPERATION & MAINTENANCE (O AND M) GAP FILLING,4,2021-22,NA,Zonal
224,PARK REJUVENATION,WORK IN EXECUTION,173,5.3,KESAVAPERUMAL PURAM EAST AVENUE,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
225,PARK REJUVENATION,WORK IN EXECUTION,173,2.78,KESAVAPERUMAL PURAM CENTRAL AVENUE,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
226,OTHER BUILDING,WORK IN EXECUTION,17,1.22,"ANNA STREET, VADAPERUMBAKKAM, CHENNAI - 600060","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT ANNA STREET IN DN-17, U-4, Z-2",CAPITAL WORKS,2,2021-22,NA,Zonal
227,OTHER BUILDING,WORK IN EXECUTION,62,908.5,ARUNACHALAM STREET CHINDADARIPET -ZONE-05,"EVM STORAGE BUILDING - ARUNACHALAM STREET CHINDADARIPET -ZONE-05
",GOVT. GRANT,5,2021-22,NA,Zonal
228,OTHER BUILDING,WORK IN EXECUTION,17,3.8,"THEEYAMBAKKAM PILLAYAR KOIL STREET, THEEYAMBAKKAM","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT THEEYAMBAKKAM IN DN-17, U-4, Z-2",OWN SOURCES,2,2021-22,NA,Zonal
229,HEALTH BUILDINGS,WORK IN EXECUTION,102,999,SHENOY NAGAR - ZONE -08,"UCHC -PULLA AVENUE, SHENOY NAGAR - ZONE -08
",GRANTS,8,2021-22,NA,Zonal
230,OTHER BUILDING,WORK IN EXECUTION,17,1.3,"KATHAKUZHI BURIAL GROUND ROAD, CHETTIMEDU","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT KATHAKUZHI IN DN-17, U-4, Z-2",OWN SOURCES,2,2021-22,NA,Zonal
231,OTHER BUILDING,WORK IN EXECUTION,17,1.35,"4TH STREET, THIYAGI VISWANATHADASS NAGAR, KOSAPPUR","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT THIYAGI VISWANATHADASS NAGAR IN DN-17, U-4, Z-2",OWN SOURCES,2,2021-22,NA,Zonal
232,HEALTH BUILDINGS,WORK IN EXECUTION,138,326,MGR NAGAR- ZONE-10,"BG -LATEST SMOKE FREE LG FURNACE CREMATORIUM- MGR NAGAR- ZONE-10
",CAPITAL WORKS,10,2021-22,NA,Zonal
233,OTHER BUILDING,WORK IN EXECUTION,17,2.04,"MRH ROAD, CHINNATHOPU, VADAPERUMBAKKAM","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT CHINNATHOPU IN DN-17, U-4, Z-2",OWN SOURCES,2,2021-22,NA,Zonal
234,HEALTH BUILDINGS,WORK IN EXECUTION,160,834,ALANDUR - Z-12,"UCHC- SOWRI STREET- ALANDUR -         Z-12
",GRANTS,12,2021-22,NA,Zonal
235,OTHER BUILDING,WORK IN EXECUTION,17,0.47,"SAMUVEL NAGAR BURIAL GROUND ROAD, VADAPERUMBAKKAM","IMPROVEMENT WORKS TO CORPORATION PUBLIC CONVENIENCE AT SAMUVEL NAGAR IN DN-17, U-4, Z-2",OWN SOURCES,2,2021-22,NA,Zonal
236,OTHER BUILDING,WORK IN EXECUTION,48,7.89,VENKATA KRISHNAN STREET,REPAIR AND IMPROVEMENTS OF PUBLIC CONVENIENCE AT VENKATA KRISHNAN STREET,OWN SOURCES,4,2021-22,NA,Zonal
237,OTHER BUILDING,WORK IN EXECUTION,48,7.14,NAINIYAPPAN STREET,REPAIR AND IMPROVEMENTS OF PUBLIC CONVENIENCE AT NAINIYAPPAN STREET,OWN SOURCES,4,2021-22,NA,Zonal
238,COMPOUND WALL,WORK IN EXECUTION,29,125,FUTURA POLYESTERS LAYOUT MADHAVARAM ZONE -03,"COMPOUND WALL - OSR LANDS AT 5TH AND 6TH AVENUE OF FUTURA POLYESTERS LAYOUT IN ZONE -03

",CAPITAL WORKS,3,2021-22,NA,Zonal
239,OTHER BUILDING,WORK IN EXECUTION,39,1.99,AE KOIL STREET,PROVIDING WATER SUPPLY ARRANGEMENTS AND BABY FRIENDLY TOILETS IN CENTER NO.102 AT AE KOIL STREET,OWN SOURCES,4,2021-22,NA,Zonal
240,PARK REJUVENATION,WORK IN EXECUTION,173,5.01,KRISHNAPURI MAIN ROAD,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
241,PARK REJUVENATION,WORK IN EXECUTION,173,5.19,VASANTHA AVENUE,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
242,PARK REJUVENATION,WORK IN EXECUTION,173,8.29,KAMARAJ SALAI(DHARMAMBAL PARK),ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
243,PARK REJUVENATION,WORK IN EXECUTION,173,5.99,"RK NAGAR II MAIN ROAD
( THIRUVEEDHI AMMAN KOIL STREET)",ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
244,PARK REJUVENATION,WORK IN EXECUTION,173,5.19,MAY FLOWER GARDEN,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
246,PLAY FIELD - IMPROVEMENTS,WORK IN EXECUTION,56,180.5,"ASIRVATHAPURAM, 8TH LANE ","FORMATION OF FUTSAL COURT, CONSTRUCTION OF GYM BUIDING & IMPROVEMENT WORKS AT ASIRVATHAPURAM, 8TH LANE PLAYGROUND (IMP)
",OWN SOURCES,5,2021-22,NA,Zonal
247,PARK REJUVENATION,WORK IN EXECUTION,175,13.93,INDIRA NAGAR PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
249,PARK REJUVENATION,WORK IN EXECUTION,170,2.56,CENTRAL EXCESSES COLONY,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
250,PARK REJUVENATION,WORK IN EXECUTION,170,2.52,CUSTOMS COLONY,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
251,PARK REJUVENATION,WORK IN EXECUTION,170,4.78,LABOUR COLONY,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
252,PARK REJUVENATION,WORK IN EXECUTION,174,7.88,CITY LIMIT ROAD (SECRETARIATCOLONY PARK),ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
254,PARK REJUVENATION,WORK IN EXECUTION,177,2.86,"LH NAGAR IV CROSS STREET,ADAMBAKKAM",ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
255,PARK REJUVENATION,WORK IN EXECUTION,177,2.5,"GANGAI NAGAR II STREET,ADAMBAKKAM",ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
256,PLAY FIELD - IMPROVEMENTS,WORK IN EXECUTION,57,67.8,WATER BASIN STREET,"REDEVELOPMENT TO THE EXISTING PLAY GROUND AT WATER BASIN STREET
",OWN SOURCES,5,2021-22,NA,Zonal
257,PARK REJUVENATION,WORK IN EXECUTION,177,2.72,TNHB 4TH  STREET,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
258,PARK REJUVENATION,WORK IN EXECUTION,177,7.84,NEW NGO COLONY II MAIN ROAD ADAMBAKKAM,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
259,SCHOOL BUILDINGS,WORK IN EXECUTION,105,142,"MMDA COLONY - ZONE-08
","SCHOOL BUILDING IN (G+2 FLOORS) AT MMDA COLONY - ZONE-08
",MLACDS,8,2021-22,NA,Zonal
261,PARK REJUVENATION,WORK IN EXECUTION,171,5.82,CHINNAMALAI HALDA,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
262,PARK REJUVENATION,WORK IN EXECUTION,173,8.89,MRC NAGAR EXTENSION PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
263,PARK REJUVENATION,WORK IN EXECUTION,174,13.36,PHEONIX MALL (PANDIYAN STREET) PARK,ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
265,PARK REJUVENATION,WORK IN EXECUTION,181,8.29,GANGAI STREET (ARUPADAI VEEDU),ANNUAL MAINTENANCE OF PARK,REVENUE FUND,13,2021-22,NA,Zonal
268,PLAY FIELD - FORMATION,WORK IN EXECUTION,91,59.14,"6TH BLOCK, 8TH STREET, MUGAPPAIR WEST","FORMATION OF NEW PLAYGROUND AT THE EXISTING NURSERY SCHOOL (ICDS) LAND AT 6TH BLOCK,8TH STREET,  MUGAPPAIR WEST ",OWN SOURCES,7,2021-22,NA,Zonal
270,OTHER BUILDING,WORK IN EXECUTION,98,173, CK STREET- ZONE -08,DHOBIKHANA BUILDING - CK STREET- ZONE -08,MLACDS,8,2021-22,NA,Zonal
271,PLAY FIELD - FORMATION,WORK IN EXECUTION,170,47.88,CHINNAMALAI,"PROPOSED CONSTRUCTION OF INDOOR STADIUM (BADMINTON SINGLE COURT) IN CHENNAI HIGHER SECONDARY SCHOOL, CHINNAMALAI IN DN-170, ZONE-13. (BADMINTON COURT SIZE -13.40 M X 6.10 M (16.44 M X 9.14M)
",MPLADS,13,2021-22,NA,Zonal
272,HEALTH BUILDINGS,WORK IN EXECUTION,123,138,ALWARPET - ZONE -09 ,"UPHC  - CP RAMASWAMY SALAI, ALWARPET - ZONE -09 (GF)
",GRANTS,9,2021-22,NA,Zonal
273,PLAY FIELD - FORMATION,WORK IN EXECUTION,112,50,"TRUSTPURAM PLAY GROUND, 1ST MAIN ROAD.","PROPOSED CONSTRUCTION OF GALLERY AUDITORIUM FOOTPATH AND COMPOUND WALL FENCING AT TRUSTPURAM PLAY GROUND, 1ST MAIN ROAD.
",MPLADS,9,2021-22,NA,Zonal
274,SCHOOL BUILDINGS,WORK IN EXECUTION,139,105, JAFFERKHANPET  - ZONE -10,"SCHOOL BUILDING CPS - JAFFERKHANPET 1&2 FLOORS - ZONE -10
",CAPITAL WORKS,10,2021-22,NA,Zonal
277,OTHER BUILDING,WORK IN EXECUTION,177,110,AMBEDKAR NAGAR 22ND CROSS STREET- ZONE -13,"COMMUNITY CENTRE  -AMBEDKAR NAGAR 22ND CROSS STREET- ZONE -13
",MLACDS,13,2021-22,NA,Zonal
280,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,97,6.47,"MUTHUAMMAN KOIL STREET,  NEAR NEW AVADI ROAD. DIV - 97.","IMPROVEMENTS TO THE INTERIOR B.T ROAD AT MUTHUAMMAN KOIL STREET  IN                                            DIVISION-97, UNIT-21, ZONE-8.",OWN SOURCES,8,2021-22,NA,Zonal
281,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,97,4.1,"VELLA STREET, NEAR NEW AVADI ROAD. DIV - 97.","IMPROVEMENTS TO THE INTERIOR B.T ROAD AT VELLALA STREET  IN   DIVISION-97, UNIT-21, ZONE-8.",OWN SOURCES,8,2021-22,NA,Zonal
283,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,97,5.83,"VEERSAMY 3RD STREET, NEAR NEW AVADI ROAD.","IMPROVEMENTS TO THE INTERIOR B.T ROAD AT VEERASAMY 3RD STREET IN                                                      DIVISION-97, UNIT-21, ZONE-8.",OWN SOURCES,8,2021-22,NA,Zonal
284,HEALTH BUILDINGS,WORK IN EXECUTION,53,81.9,"KONDITHOPE IN   DN-53,Z-05", UPHC (ADDITIONAL CONSTRUCTION) AT KONDITHOPE _Z-05,CAPITAL WORKS,5,2021-22,NA,Zonal
285,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,97,2.59,"VEERASAMY 2ND STREET, NEAR BETHEL SCHOOL. DIV - 97.","IMPROVEMENTS TO THE INTERIOR B.T ROAD AT VEERASAMY 2ND STREET                                                                               IN DIVISION-97, UNIT-21, ZONE-8.									
",OWN SOURCES,8,2021-22,NA,Zonal
286,OTHER BUILDING,WORK IN EXECUTION,20,7.2,"KAMARAJAR SALAI,MANALI ,CHENNAI-68",IMPROVEMENT TO C&D SECONDARY COLLECTION CENTRE TOILET ELECTRICAL PLUMBING ARRANGEMENTS AT KAMARAJAR SALAI IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
288,OTHER BUILDING,WORK IN EXECUTION,20,5.53,"KAMARAJAR SALAI,MANALI, CHENNAI-68",IMPROVEMENT WORKS TO C& D COLLECTION CENTRE COLOUR WASHING AND COMPOUND WALL AT KAMARAJAR SALAI IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
289,HEALTH BUILDINGS,WORK IN EXECUTION,26,54.5,"MADHAVARAM ,Z-03","UPHC BUILDING ( 2ND FLOOR )DIALYSIS UNIT _MADHAVARAM ,Z-03",GRANTS,3,2021-22,NA,Zonal
290,HEALTH BUILDINGS,WORK IN EXECUTION,53,81.07,"KONDITHOPE ,Z-05","UPHC BUILDING AT KONDITHOPE 2ND FLOOR,Z-05",GRANTS,5,2021-22,NA,Zonal
293,LAMP POST,WORK IN EXECUTION,5,28.98,"WIMCO NAGAR YARD (NEAR CMRL TERMINAL) , T.H ROAD IN DIV 5, ZONE 1 ","ERECTION OF 26 NOS OF 8 MTR LAMP POST IN WIMCO NAGAR YARD (NEAR CMRL TERMINAL) , T.H ROAD IN DIV 5, ZONE 1 ",DEPOSIT WORKS,1,2021-22,NA,Zonal
294,OTHER BUILDING,WORK IN EXECUTION,20,1.85,"SRINIVASAN PERUMAL KOIL STREET, MANALI, CHENNAI-68",IMPROVEMENT WORKS TO RRC POINT (INSIDE OF BURIAL GROUND) AT SRINIVASAN PERUNAL KOIL STREET IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
296,HEALTH BUILDINGS,WORK IN EXECUTION,58,70,"SYDENHAMSROAD,  KANNAPPAR THIDAL -ZONE-05","SPECIAL SHELTER -SYDENHAMSROAD,                 KANNAPPAR THIDAL -ZONE-05
",GRANTS,5,2021-22,NA,Zonal
297,HEALTH BUILDINGS,WORK IN EXECUTION,63,72.4,PYCROFTS ROAD 1ST STREET- (PH -1)ZONE-05,"SPECIAL SHELTER- PYCROFTS ROAD 1ST STREET- (PH -1)ZONE-05
",GRANTS,5,2021-22,NA,Zonal
299,OTHER BUILDING,WORK IN EXECUTION,20,9.98,"SRINIVASAN PERUMAL KOIL STREET,MANALI, CHENNAI-68",PROPOSED CONSTRUCTION OF MCC POINT INSIDE OF BURIAL GROUND AT SRINIVASAN PERUMAL KOIL STREET IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
300,LAMP POST,WORK IN EXECUTION,1,9.62,"VARIOUS LOCATIONS IN DIV 1 AND 2, ZONE 1, TIRUVOTTRIYUR","CARTING OF 86 NOS OF OLD CAST IRON LAMP POLES FROM TEYNAMPET, JE/ELECTRICAL OFFICE  REMOVAL OF 86 NOS DAMAGED LAMP POSTS IN ZONE 1 AND  FIXING OF 86 NOS OLD CAST IRON LAMP POSTS IN ZONE 1, TIRUVOTTRIYUR
",CAPITAL WORKS,1,2021-22,NA,Zonal
301,HEALTH BUILDINGS,WORK IN EXECUTION,63,72.4,PYCROFTS 1ST STREET- (PH- 2) ZONE-05,"SPECIAL SHELTER -PYCROFTS 1ST STREET- (PH- 2) ZONE-05
",GRANTS,5,2021-22,NA,Zonal
302,LAMP POST,WORK IN EXECUTION,24,28.3,"AYYAN THIRUVALLUVAR SALAI AND LINK STREETS UPTO SANTOSH NAGAR JUNCTION IN DIV 24, ZONE 3","SUPPLY AND ERECTION OF 51 NOS OF 6 MTR LAMP POST AND LAYING OF 3111 MTRS OF 2 X 25 SQMM ALUMINIUM CABLE AT AYYAN THIRUVALLUVAR SALAI AND LINK STREETS UPTO SANTOSH NAGAR JUNCTION IN DIV 24, ZONE 3",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),3,2021-22,NA,Zonal
303,HEALTH BUILDINGS,WORK IN EXECUTION,45,72.4,ELANGO NAGAR (NEAR UPHC) ZONE-04,"SPECIAL SHELTER -ELANGO NAGAR (NEAR UPHC) ZONE-04
",GRANTS,4,2021-22,NA,Zonal
305,OTHER BUILDING,WORK IN EXECUTION,20,0.71,"OTTRAIVADA STREET, MANALI, CHENNAI-68",IMPROVEMENT WORKS TO PUBLIC CONVENIENCE AT OTTRAIVADA STREET IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
307,OTHER BUILDING,WORK IN EXECUTION,58,25,"KANNAPPAR THIDAL  ,PERIAMED.","PROPOSED CONSTRUCTION OF COMPOST SHREDDING MACHINE ROOM AND OFFICE ROOM AT KANNAPPAR THIDAL (NEAR CMWSSB FILLING POINT) IN DIV-58, UNIT-14,ZONE-5",SBM FUND,5,2021-22,NA,Zonal
312,CABLE RE-LAYING,WORK IN EXECUTION,143,5.66,"VARIOUS LOCATION IN DIV 143 TO 155, ZONE-11 AREA.","RAISING OF 92NOS OF KIOSK PILLAR BOX AT VARIOUS LOCATION IN DIV 143 TO 155, ZONE-11 AREA.",REVENUE FUND,11,2021-22,NA,Zonal
313,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,20,5.95,"PILLAYAR KOIL STREET,MANALI, CHENNAI-68",ROAD CUT AND RELAYING  AT PILLAYAR KOIL STREET IN DN-20,CAPITAL WORKS,2,2021-22,NA,Zonal
321,SCHOOL BUILDINGS,WORK IN EXECUTION,105,45,MMDA COLONY  ZONE-08,"SCHOOL BUILDING  IN (3RD FLOOR) AT MMDA COLONY  ZONE-08
",MLACDS,8,2021-22,NA,Zonal
323,HEALTH BUILDINGS,WORK IN EXECUTION,102,72.4,T.P CHATHIRAM  ZONE-08,"SPECIAL SHELTER - T.P CHATHIRAM  ZONE-08
",GRANTS,8,2021-22,NA,Zonal
324,LAMP POST,WORK IN EXECUTION,144,95.29,"POONAMALEE HIGH ROAD FROM DAYASADAN SCHOOL TO KARTHIKEYAN ARCH) 
NOC FROM NHAI IS AWAITED","SUPPLY, ERECTION, TESTING AND COMMISSIONING OF 90 NOS. OF STREET LAMP POST AND SUPPLY, FIXING, MAINTENANCE WITH REPLACEMENT WARRANTY FOR 7 YEARS OF LED FITTINGS COMPLETE SET AT VARIOUS LOCATIONS IN DIVISION 144, ZONE -11 (PACKAGE-8)",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
325,LAMP POST,WORK IN EXECUTION,94,201.9,VILLIVAKKAM POND IN DIV 94 ZONE VIII AREA,"SUPPLY, INSTALLATION, TESTING  AND COMMISSIONING OF DYNAMIC LIGHTING  PROPOSAL FOR VILLIVAKKAM  SUSPENSION GLASS  BRIDGE AND HIGH MAST AND PATH WAY LIGHTING AT VILLIVAKKAM POND IN DIV 94 ZONE VIII AREA ",SMART CITY FUND,8,2021-22,NA,Zonal
326,HEALTH BUILDINGS,WORK IN EXECUTION,123,91,"CP RAMASWAMY SALAI,  ZONE-09 ","UPHC -CP RAMASWAMY SALAI,  ZONE-09 (FF)
",GRANTS,9,2021-22,NA,Zonal
327,LAMP POST,WORK IN EXECUTION,145,66.48,"POONAMALLEE HIGH ROAD FROM ICON FLAT TO DYASADAN SCHOOL 
NOC FROM NHAI IS AWAITED",SUPPLY ERECTION TESTING AND COMMISSIONING OF 64 NOS OF STREET LAMP POST AND SUPPLY FIXING MAINTENANCE WITH REPLACEMENT WARRANTY FOR 7 YEARS OF LED FITTINGS COMPLETE SET AT VARIOUS LOCATIONS IN DIVISION 145 ZONE 11 (PACKAGE -11),CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
328,OTHER BUILDING,WORK IN EXECUTION,120,78.9,LLOYDS COLONY ZONE-09,"ITI BUILDING - LLOYDS COLONY ZONE-09
",CAPITAL WORKS,9,2021-22,NA,Zonal
329,OTHER BUILDING,WORK IN EXECUTION,59,22.6,RATTAN BAZAAR ROAD JUNCTION OF TNPSC ROAD (NEAR C1 POLICE STATION),CONSTRUCTION OF NEW PUBLIC CONVENIENCE AT RATTAN BAZAAR ROAD IN DIVISION 59.,OWN SOURCES,5,2021-22,NA,Zonal
