வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
22,மீனாட்சி எ ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,486 ,5.73,வைப்புத்தொகை இழப்பு,2011,,
22,உஷாநந்தினி எல் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,510 ,6.02,வைப்புத்தொகை இழப்பு,2011,,
22,பிரமிளா சி ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,840 ,9.91,வைப்புத்தொகை இழப்பு,2011,,
22,அஞ்சலி தேவி எம் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,1623 ,19.15,தோல்வி,2011,,
22,மேனகா என் ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2038 ,24.04,தோல்வி,2011,,
22,உமாமகேஸ்வரி எஸ் ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,2659 ,31.37,வெற்றி,2011,,
23,ஹேமலதா சி ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,449 ,6.82,வைப்புத்தொகை இழப்பு,2011,,
23,அனிதா ஜெ ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1535 ,23.33,தோல்வி,2011,,
23,கோமதி எஸ் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,2150 ,32.67,தோல்வி,2011,,
23,அகிலா எ ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2446 ,37.17,வெற்றி,2011,,
24,லதா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
24,முருகன் பா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,158 ,1.47,வைப்புத்தொகை இழப்பு,2011,,
24,சரவணன் வி ,ஆண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,362 ,3.37,வைப்புத்தொகை இழப்பு,2011,,
24,ஆறுமுகம் ஜெ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,418 ,3.89,வைப்புத்தொகை இழப்பு,2011,,
24,குமார் இ ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,550 ,5.11,வைப்புத்தொகை இழப்பு,2011,,
24,பாபுராஜ் ப ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,718 ,6.68,வைப்புத்தொகை இழப்பு,2011,,
24,சங்கர் ஆர் ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1372 ,12.76,வைப்புத்தொகை இழப்பு,2011,,
24,பிரேம்குமார் எம் ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,2226 ,20.70,தோல்வி,2011,,
24,ஏழுமலை இ ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2263 ,21.05,தோல்வி,2011,,
24,சுப்பிரமணி டி.டி ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,2662 ,24.76,வெற்றி,2011,,
25,சித்ரா டி ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,14 ,0.29,வைப்புத்தொகை இழப்பு,2011,,
25,சுசிலா என் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,34 ,0.69,வைப்புத்தொகை இழப்பு,2011,,
25,ஜோதி இ ,பெண்,பகுஜன் சமாஜ் கட்சி ,BSP ,151 ,3.08,வைப்புத்தொகை இழப்பு,2011,,
25,கவிதா ஆர் ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,535 ,10.91,வைப்புத்தொகை இழப்பு,2011,,
25,ரேவதி வி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,827 ,16.86,தோல்வி,2011,,
25,அன்புமணி ஜி.ஆர் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,1053 ,21.46,தோல்வி,2011,,
25,வதனா பி ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,2292 ,46.72,வெற்றி,2011,,
26,சிங்காரவேல் எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,30 ,0.35,வைப்புத்தொகை இழப்பு,2011,,
26,அருண்குமார் ஆர் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,42 ,0.49,வைப்புத்தொகை இழப்பு,2011,,
26,சேட்டு எ ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,48 ,0.56,வைப்புத்தொகை இழப்பு,2011,,
26,சிவபாலசுப்பிரமணி எஸ் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,49 ,0.57,வைப்புத்தொகை இழப்பு,2011,,
26,பாசுரன் எஸ் ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,132 ,1.55,வைப்புத்தொகை இழப்பு,2011,,
26,ரமேஷ்குமார் ஏ ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,384 ,4.50,வைப்புத்தொகை இழப்பு,2011,,
26,ராஜேந்திரன் ஆர் ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,862 ,10.10,வைப்புத்தொகை இழப்பு,2011,,
26,முனுசாமி டி ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3155 ,36.95,தோல்வி,2011,,
26,வேலாயுதம் டி ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,3836 ,44.93,வெற்றி,2011,,
27,சரவணன் எம் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,11 ,0.16,வைப்புத்தொகை இழப்பு,2011,,
27,தங்கராஜ் எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
27,லோகநாதன் பா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
27,ரகு எஸ் ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,41 ,0.59,வைப்புத்தொகை இழப்பு,2011,,
27,சுதர்சனம் டி ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,77 ,1.10,வைப்புத்தொகை இழப்பு,2011,,
27,கண்ணன் கே பி ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,172 ,2.46,வைப்புத்தொகை இழப்பு,2011,,
27,கமலகண்ணன் (எ) எம்.எ கண்ணா மா ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,219 ,3.13,வைப்புத்தொகை இழப்பு,2011,,
27,ஞானசேகர் ஆர் ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1902 ,27.22,தோல்வி,2011,,
27,கண்ணதாசன் எம் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4525 ,64.75,வெற்றி,2011,,
28,நிஷா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,8 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
28,தங்கராஜ் சீ ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,42 ,0.73,வைப்புத்தொகை இழப்பு,2011,,
28,ராதிகா எல் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,54 ,0.93,வைப்புத்தொகை இழப்பு,2011,,
28,அங்கைய்யா எஸ் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,61 ,1.05,வைப்புத்தொகை இழப்பு,2011,,
28,சரவணன் கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,73 ,1.26,வைப்புத்தொகை இழப்பு,2011,,
28,சீத்தாராம் சி ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,165 ,2.85,வைப்புத்தொகை இழப்பு,2011,,
28,ரவி எஸ் ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1467 ,25.35,தோல்வி,2011,,
28,மனோகரன் எஸ் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1847 ,31.92,தோல்வி,2011,,
28,சந்திரசேகரன் இ ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2070 ,35.77,வெற்றி,2011,,
29,ராமன் த ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,45 ,0.76,வைப்புத்தொகை இழப்பு,2011,,
29,குமார் தே ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,115 ,1.95,வைப்புத்தொகை இழப்பு,2011,,
29,அண்ணாதுரை ஆ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,674 ,11.41,வைப்புத்தொகை இழப்பு,2011,,
29,கோபி எ ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1514 ,25.63,தோல்வி,2011,,
